"Key No.","Property Type","Acquired","Total Mgt. Expenses","Closed","Sale Price"
3491115100,"Duplex","2015-01-05",260.59,"2015-06-30",14815
3491819000,"Duplex","2013-10-14",1100.38,"2015-01-09",14000
3492519100,"Single Family","2014-09-15",4713.1,"2015-04-20",3600
3500336000,"Multi-Family","2014-11-11",100.5,"2015-06-22",1000
3501008100,"Duplex","2015-06-08",127.92,"2015-09-23",1000
3501388000,"Duplex","2014-06-02",199.66,"2015-03-11",2
3501903000,"Duplex & Single Family","2012-12-17",2509.34,"2015-08-20",4000
3512689000,"Tavern/Apts","2011-06-29",4295.49,"2015-06-05",5000
3513524100,"Duplex","2015-01-05",27.35,"2015-05-14",1000
3521996000,"Single Family","2014-11-11",860.35,"2015-09-11",1
3540090000,"Duplex","2010-07-26",5883.57,"2015-05-29",1
3600301000,"Store - Apts","2012-07-09",1007539.55,"2015-11-20",54100
3630796000,"Duplex","2015-01-05",498.77,"2015-04-24",1000
3630825100,"Single Family","2014-11-11",89.2,"2015-05-29",1000
3640603000,"Duplex","2012-01-30",5266.44,"2015-03-12",2500
3640604000,"Single Family","2013-10-14",771.72,"2015-11-18",2500
3640865100,"Duplex & Single Family","2014-06-02",3996.6,"2015-03-06",5000
3641455000,"Duplex","2014-09-15",1540.69,"2015-06-12",2500
3641456000,"Single Family","2012-12-17",3301.46,"2015-11-23",7000
3641772000,"Medical Office","2010-03-01",209.25,"2015-08-13",7500
3641785000,"Single Family","2015-07-13",316.66,"2015-12-22",3500
3641974000,"Single Family","2014-09-15",355.94,"2015-05-15",2625
3642170000,"Duplex","2014-06-02",1237.52,"2015-01-27",1000
3650061000,"Duplex","2014-06-02",3992.71,"2015-02-13",18500
3650625000,"Duplex","2014-06-02",582.25,"2015-03-30",2800
3650679000,"Duplex","2014-09-15",142.49,"2015-04-17",2900
3651016000,"Single Family","2014-06-02",6362.72,"2015-06-29",8000
3651089000,"Duplex","2013-12-02",998.08,"2015-02-18",3000
3651422000,"Single Family","2011-02-14",1236.63,"2015-04-23",19000
3660357000,"Duplex","2014-11-11",599.62,"2015-10-21",2500
3660390000,"Duplex","2014-06-02",755.95,"2015-03-27",5000
3661026000,"Duplex","2013-08-16",1540.73,"2015-11-18",2500
3661071000,"Duplex","2013-12-02",1313.73,"2015-05-01",5200
3661618000,"Duplex","2013-12-02",3874.54,"2015-03-27",25200
3661749100,"Single Family","2015-01-05",647.05,"2015-07-23",5500
3680717000,"Restaurant","2013-10-14",2464.57,"2015-07-23",35000
3880118000,"Com/Res","2008-07-28",1361.42,"2015-08-06",10000
3880119000,"Single Family","2008-07-28",1327.28,"2015-11-20",6750
3880120000,"Duplex","2008-07-28",678.06,"2015-11-20",6000
3880127000,"Single Family","2013-08-16",1702.34,"2015-09-22",7500
3881012000,"Multi-Family","2012-12-17",4479.49,"2015-01-16",5000
3881545000,"Single Family","2010-06-11",1255.79,"2015-06-10",22000
3881613000,"Single Family","2014-11-11",2348.05,"2015-08-05",14250
3890786000,"Single Family","2014-11-11",118.33,"2015-06-19",1000
4000306000,"Single Family","2014-09-15",2676.76,"2015-04-01",6075
4000717000,"Single Family","2014-07-14",3612.25,"2015-10-08",7500
4010130000,"Single Family","2015-09-14",31.74,"2015-12-02",6975
4010777000,"Duplex","2014-09-15",389.43,"2015-07-15",2500
4011216000,"Single Family","2014-07-14",770.2,"2015-04-22",3200
4020538000,"Single Family","2014-09-15",157.37,"2015-04-24",10000
4200792000,"Single Family","2014-11-11",1814.34,"2015-10-14",5000
4240221000,"Rooming House","2013-12-02",2441.12,"2015-02-27",6150
4240304100,"Rooming House","2008-07-28",6639.42,"2015-04-02",9500
4310181000,"Duplex","2015-01-05",1711.18,"2015-08-06",1000
4320781111,"Commercial Mixed-Use","2015-01-05",43579.96,"2015-03-26",1300000
4331716000,"Single Family","2013-12-02",4090.16,"2015-10-09",1
4331845000,"Duplex","2015-06-08",633.84,"2015-10-29",1000
4340196000,"Duplex","2014-09-15",1233.57,"2015-11-25",5000
4340292000,"Single Family","2014-11-11",172.15,"2015-04-17",1000
4340326000,"Duplex","2015-06-08",738.61,"2015-09-24",13100
4340367000,"Duplex","2014-06-02",1257.4,"2015-01-30",24750
4342215000,"Single Family","2014-09-15",1661.8,"2015-06-02",1000
4342304000,"Duplex","2012-12-17",8018.63,"2015-07-29",1
4350444000,"Single Family - 2","2015-01-05",303.97,"2015-10-08",1000
4351414000,"Duplex","2014-07-14",1064.72,"2015-02-27",30000
4360054000,"Duplex","2014-06-02",2123.25,"2015-09-01",25300
4581330000,"Single Family","2013-10-14",3019.53,"2015-06-29",34500
4581332000,"Duplex","2015-06-08",845.6,"2015-11-11",34500
4590583000,"Single Family","2014-11-11",2522.57,"2015-04-29",4800
4591226000,"Single Family","2012-12-17",2178.53,"2015-02-17",1000
4600874000,"Single Family","2015-06-08",151.17,"2015-10-01",23000
4601416000,"Single Family","2014-07-14",1393.33,"2015-05-29",35000
4601558000,"Single Family","2014-11-11",81.61,"2015-07-10",1000
4601819000,"Single Family","2013-08-16",2504.83,"2015-10-08",1
4610678000,"Duplex","2014-07-14",434.24,"2015-06-17",10000
4610717000,"Single Family","2015-01-05",245.66,"2015-07-30",1000
4611091000,"Single Family","2014-06-02",63.88,"2015-02-17",1000
4611264000,"Single Family","2015-01-05",190.9,"2015-10-12",1000
4611340000,"Multi-Family","2014-07-14",1418.77,"2015-03-06",13700
4620826000,"Single Family","2014-09-15",1480.29,"2015-07-06",5000
4670488100,"Single Family","2015-01-05",82.96,"2015-05-04",1000
4680106000,"Duplex","2014-11-11",3650.93,"2015-04-24",12760
4680202000,"Duplex","2014-07-14",1394.43,"2015-10-22",5700
4680316000,"Single Family","2015-01-05",933.11,"2015-05-19",1000
4681224100,"Duplex","2013-08-16",2195.09,"2015-01-13",9000
4681644000,"Duplex","2014-11-11",501.27,"2015-05-29",1000
4690009000,"Single Family","2014-06-02",53.88,"2015-01-02",1000
4690308000,"Duplex","2013-10-14",224.5,"2015-03-06",1000
4690604000,"Duplex","2013-10-14",2586.61,"2015-02-06",1000
4690852000,"Single Family","2013-10-14",1687.78,"2015-10-15",3750
4691309000,"Single Family","2014-09-15",460.44,"2015-04-24",5000
4691434000,"Single Family","2014-11-11",231.98,"2015-05-04",1000
4691720000,"Duplex","2014-07-14",973.3,"2015-07-23",5700
4691729000,"Single Family","2013-08-16",1187.52,"2015-01-02",1000
4692243000,"Duplex","2015-01-05",152.78,"2015-06-05",1000
4692245000,"Duplex","2014-06-02",3942.66,"2015-07-09",21000
4692267000,"Church & Single Family","2009-07-20",5754.43,"2015-07-08",30000
4693006000,"Duplex","2015-06-08",1526.71,"2015-12-01",10100
4699979000,"Duplex","2014-07-14",1037.89,"2015-01-12",9750
4700002000,"Duplex","2015-09-14",290.75,"2015-11-19",11857
4701612000,"Duplex","2013-10-14",5161.23,"2015-03-13",1000
4703812000,"Single Family","2013-08-16",2592.05,"2015-08-20",12000
4720114000,"Duplex","2015-06-08",901.92,"2015-09-28",15000
4720119000,"Duplex","2014-11-11",694.93,"2015-12-17",27000
4960815000,"Duplex","2013-10-14",1088.01,"2015-02-24",8000
4970523000,"Duplex","2014-11-11",51.48,"2015-05-15",1000
4970660000,"Duplex","2013-08-16",2453.8,"2015-06-08",12900
4970769000,"Duplex","2015-01-05",37.2,"2015-07-27",1000
4970856000,"Duplex","2014-07-14",123.19,"2015-10-29",4000
4981212000,"Duplex","2013-10-14",1568.64,"2015-01-15",4000
5010400000,"Multi-Family","2013-10-14",181.92,"2015-01-06",45000
5030003000,"Duplex","2015-06-08",236.69,"2015-11-04",31200
5080433100,"Duplex","2014-11-11",445.63,"2015-04-24",30000
5340550000,"Single Family","2015-06-08",434.62,"2015-11-25",43000
5340623000,"Single Family","2014-07-14",496.64,"2015-05-29",57015
5350993000,"Single Family","2014-11-11",1091.55,"2015-10-14",5000
5381125000,"Single Family","2014-06-02",372.69,"2015-02-25",18929
5570710110,"Duplex","2015-06-08",160.61,"2015-10-19",19916
