Property Type,Acquired,Count,Total Mgt. Expenses,Closed,Sale Price
Single Family,7/13/2015,1,256.45,1/19/2016,12450
Single Family,7/25/2017,1,85.74,1/18/2016,3300
Multi-Family,7/9/2012,1,9846.64,1/13/2016,11250
Single Family,7/7/2014,1,4828.03,1/13/2016,5000
Single Family,12/17/2012,1,2116.82,1/13/2016,5000
Single Family,6/8/2015,1,341.97,1/13/2016,5000
Single Family,6/8/2015,1,547.55,1/13/2016,5000
Single Family,6/2/2014,1,15902.23,1/13/2016,5000
Single Family,8/16/2013,1,619.19,1/13/2016,2500
Single Family,6/8/2015,1,334,1/13/2016,5000
Single Family,7/13/2015,1,2152.04,1/12/2016,7650
Single Family,6/8/2015,1,190.18,1/12/2016,3525
Duplex,7/14/2014,1,3462.183,1/12/2016,3840
Duplex,7/13/2015,1,783.11,1/8/2016,10125
Single Family,9/15/2014,1,1372.6,1/8/2016,1
Single Family,7/14/2014,1,1476.32,1/7/2016,3501
Duplex,6/8/2015,1,302.97,1/7/2016,2500
Duplex,7/13/2015,1,985.67,1/7/2016,3920
Duplex,12/17/2012,1,17367.39,12/28/2017,4650
Single Family,11/7/2017,1,111.5,12/28/2017,8419.9
Single Family,6/7/2017,1,8101.24,12/27/2017,3750
Single Family,6/7/2017,1,2585.84,12/27/2017,4500
Single Family,7/25/2017,1,1991.18,12/26/2017,8025
Duplex,10/31/2016,1,469.74,12/26/2017,5325
Duplex,9/14/2015,1,1081.25,12/21/2017,23000
Single Family,9/14/2015,1,682.85,12/21/2017,3000
Duplex,7/11/2016,1,510.89,12/21/2017,2500
Single Family,12/12/2016,1,3619.07,12/21/2017,4725
Single Family,7/25/2017,1,338.27,12/20/2017,18100
Single Family,7/25/2017,1,318.92,12/19/2017,5400
Duplex,10/31/2016,1,1952.51,12/19/2017,5300
Single Family,7/25/2017,1,4963.06,12/18/2017,1000
Single Family,6/13/2016,1,1438.93,12/18/2017,11100
Single Family,6/7/2017,1,1424.02,12/18/2017,1
Single Family,7/25/2017,1,247.58,12/18/2017,1
Duplex,1/5/2015,1,3614.94,12/14/2017,4575
Single Family,7/11/2016,1,114.63,12/14/2017,2500
Duplex,7/25/2017,1,210.6,12/14/2017,26000
Single Family,6/7/2017,1,365.96,12/12/2017,14500
Condominium,11/16/2015,1,7842.1,12/11/2017,75260.61
Duplex,7/25/2017,1,109.12,12/7/2017,7000
Single Family,6/7/2017,1,231.31,12/7/2017,3600
Single Family,6/7/2017,1,2653.32,12/7/2017,7500
Duplex,9/8/2016,1,5560.14,12/6/2017,3750
Duplex,6/7/2017,1,1392.31,12/6/2017,5200
Single Family,10/31/2016,1,2477.09,12/5/2017,1000
Duplex,6/7/2017,1,3305.33,12/1/2017,15000
Single Family,6/7/2017,1,3562.94,11/30/2017,6375
Duplex,1/4/2016,1,889.81,11/30/2017,2500
Single Family,11/16/2015,1,1340.45,11/30/2017,5800
Single Family,6/7/2017,1,28.9,11/30/2017,5000
Single Family,10/31/2016,1,23.7,11/30/2017,5000
Single Family,6/8/2015,1,7203.37,11/30/2017,5000
Single Family,12/12/2016,1,4814.84,11/30/2017,5000
Single Family,6/7/2017,1,397.44,11/29/2017,18700
Single Family,9/8/2016,1,108.72,11/29/2017,2500
Duplex,7/11/2016,1,1764.96,11/21/2017,2500
Single Family,10/31/2016,1,4296.68,11/21/2017,13002
Duplex,6/7/2017,1,305.25,11/18/2017,16000
Single Family,6/7/2017,1,287.13,11/17/2017,13500
Duplex,6/7/2017,1,920.04,11/16/2017,5100
Duplex,6/13/2016,1,728.31,11/16/2017,4500
Single Family,6/7/2017,1,818.88,11/16/2017,5250
Single Family,6/7/2017,1,1634.25,11/16/2017,11500
Single Family,9/8/2016,1,726.08,11/15/2017,2500
Duplex,6/7/2017,1,42.84,11/15/2017,10000
Duplex,12/12/2016,1,166.53,11/13/2017,5475
Duplex,12/12/2016,1,2286.75,11/13/2017,20000
Single Family,11/21/2016,1,3816.2,11/13/2017,40000
Duplex,7/25/2017,1,2570.95,11/9/2017,12000
Single Family,7/11/2016,1,509.25,11/8/2017,4200
Duplex,12/12/2016,1,426.27,11/8/2017,1
Duplex,10/31/2016,1,2262.39,11/7/2017,5175
Single Family,10/31/2016,1,2004.24,11/7/2017,1
Single Family,6/7/2017,1,943.81,11/7/2017,1
Duplex,12/12/2016,1,1952.98,11/7/2017,32000
Duplex,7/28/2008,1,1053.03,11/6/2017,5000
Single Family,7/11/2016,1,1025.57,11/6/2017,1000
Duplex,6/7/2017,1,916.79,11/2/2017,3750
Single Family,10/31/2016,1,217.58,11/2/2017,2500
Single Family,7/11/2016,1,86.83,11/1/2017,1
Duplex,10/31/2016,1,6565.02,11/1/2017,1
Single Family,9/14/2015,1,2574.18,11/1/2017,1
Duplex,7/25/2017,1,105.85,11/1/2017,1
Single Family,1/4/2016,1,2304.42,11/1/2017,1
Duplex,1/5/2015,1,562.75,10/31/2017,3400
Duplex,6/7/2017,1,231.53,10/31/2017,19044
Duplex,10/31/2016,1,3787.84,10/30/2017,25000
Duplex,6/7/2017,1,38.84,10/26/2017,4500
Single Family,12/12/2016,1,27.04,10/25/2017,10500
Duplex,12/12/2016,1,2541.8,10/24/2017,3500
Com/Res,9/15/2014,1,159.48,10/23/2017,1000
Single Family,12/12/2016,1,3055.36,10/23/2017,3300
Single Family,6/7/2017,1,7904.89,10/23/2017,25100
Single Family,9/8/2016,1,2769.22,10/18/2017,12250
Duplex,9/8/2016,1,4152.64,10/17/2017,40000
Single Family,7/11/2016,1,222.23,10/17/2017,1
Duplex,7/11/2016,1,5715.32,10/16/2017,2001
Duplex,6/7/2017,1,1151.67,10/12/2017,21000
Single Family,12/12/2016,1,1618.4,10/12/2017,39000
Duplex,9/8/2016,1,2686.28,10/11/2017,6675
Duplex,10/31/2016,1,1461.34,10/11/2017,5000
Single Family,9/8/2016,1,2990.72,10/10/2017,1000
Single Family,11/16/2015,1,1834.06,10/10/2017,2600
Duplex,6/8/2015,1,2546.32,10/5/2017,10750
Duplex,9/14/2015,1,62.72,10/4/2017,4400
Duplex,11/16/2015,1,1288.71,10/3/2017,1
Duplex,1/4/2016,1,890.8,10/3/2017,1
Duplex,6/8/2015,1,1442.71,10/3/2017,1
Duplex,9/14/2015,1,1252.77,10/3/2017,1
Single Family,10/8/2012,1,3616.85,10/3/2017,1
Single Family,11/16/2015,1,554.98,10/3/2017,1
Single Family,9/14/2015,1,237.78,10/3/2017,1
Duplex,11/16/2015,1,1808.84,10/3/2017,1
Single Family,9/15/2014,1,1168.82,10/3/2017,1
Single Family,7/13/2015,1,200.27,10/3/2017,1
Single Family,11/16/2015,1,729.11,10/3/2017,1
Single Family,6/8/2015,1,1455.25,10/3/2017,1
Single Family,7/26/2010,1,3102.41,10/3/2017,1
Single Family,6/13/2016,1,893.86,10/3/2017,1
Duplex,11/16/2015,1,1987.55,10/3/2017,1
Single Family,7/26/2010,1,1091.42,10/3/2017,1
Duplex,11/11/2014,1,1211.46,10/3/2017,1
Single Family,12/2/2013,1,3438.3,10/3/2017,1
Duplex,1/4/2016,1,2967.06,10/3/2017,1
Duplex,11/16/2015,1,1249.28,10/3/2017,1
Duplex,9/14/2015,1,210.11,10/3/2017,1
Single Family,11/16/2015,1,1032.04,10/3/2017,1
Single Family,1/4/2016,1,312.34,10/3/2017,1
Duplex,9/15/2014,1,1651.34,10/3/2017,1
Duplex,11/16/2015,1,626.4,10/3/2017,1
Single Family,7/11/2016,1,253.95,10/3/2017,1
Single Family,6/13/2016,1,1161.82,10/3/2017,1
Single Family,7/11/2016,1,62.36,10/3/2017,1
Single Family,1/4/2016,1,529.3,10/3/2017,1
Single Family,7/11/2016,1,50.2,10/3/2017,1
Single Family,6/13/2016,1,1051.79,10/3/2017,1
Single Family,11/16/2015,1,1068.92,10/3/2017,1
Duplex,10/31/2016,1,1714.41,10/3/2017,2500
Single Family,11/16/2015,1,441.41,10/3/2017,1
Single Family,7/9/2012,1,3266.44,10/3/2017,1
Single Family,12/12/2016,1,1229.36,10/2/2017,1
Duplex,10/14/2013,1,1568.81,9/28/2017,3000
Duplex,12/12/2016,1,1452.45,9/28/2017,5360
Duplex,9/8/2016,1,90.84,9/28/2017,4800
Single Family,10/31/2016,1,3988.53,9/27/2017,1
Single Family,10/31/2016,1,2162.86,9/27/2017,2500
Duplex,10/31/2016,1,3703.2,9/27/2017,1
Duplex,6/7/2017,1,2875.59,9/27/2017,1
Duplex,9/8/2016,1,882.32,9/27/2017,1
Single Family,7/14/2014,1,1423.65,9/27/2017,1
Multi-Family,7/13/2015,1,223.85,9/27/2017,7500
Single Family,7/9/2012,1,9684.29,9/25/2017,15000
Single Family,10/31/2016,1,572.83,9/25/2017,11300
Duplex,10/31/2016,1,5235.44,9/25/2017,6300
Single Family,12/12/2016,1,3332.28,9/20/2017,58700
Duplex,10/31/2016,1,586.77,9/20/2017,4200
Duplex,1/5/2015,1,11732.17,9/19/2017,12700
Duplex,1/5/2015,1,2847.69,9/12/2017,10700
Single Family,10/31/2016,1,1182.14,9/12/2017,24000
Condominium,1/4/2016,1,4765.15,9/12/2017,1126.54
Duplex,12/12/2016,1,5430.08,9/7/2017,12000
Duplex,9/8/2016,1,81.55,9/7/2017,1
Multi-Family,12/12/2016,1,3989.33,9/6/2017,52000
Duplex,10/31/2016,1,2061.08,9/6/2017,20000
Duplex,12/2/2013,1,11939.9,9/5/2017,1
Single Family,11/11/2014,1,8174.37,9/5/2017,1
Single Family,12/2/2013,1,6716.34,9/5/2017,1
Single Family,12/12/2016,1,1651.58,8/30/2017,5850
Single Family,12/12/2016,1,1252.51,8/30/2017,15000
Single Family,9/15/2014,1,3386.26,8/30/2017,19500
Duplex,10/31/2016,1,1208.88,8/29/2017,9900
Single Family,10/31/2016,1,2788.06,8/29/2017,22000
Multi-Family,10/14/2013,1,3036.46,8/28/2017,3000
Duplex,12/12/2016,1,2049.61,8/28/2017,1
Duplex,10/31/2016,1,2383.45,8/28/2017,8250
Single Family,12/12/2016,1,45.9,8/28/2017,5500
Single Family,10/31/2016,1,847.99,8/24/2017,1
Single Family,6/13/2016,1,2479.31,8/24/2017,3150
Duplex,10/31/2016,1,4227.23,8/24/2017,20000
Duplex,12/12/2016,1,4638.54,8/23/2017,6075
Duplex,12/12/2016,1,4568.01,8/23/2017,8500
Condominium,9/8/2016,1,5675.94,8/23/2017,20094.68
Duplex,10/31/2016,1,3130.93,8/22/2017,1
Duplex,6/13/2016,1,2431.69,8/21/2017,10000
Single Family,9/8/2016,1,1015.13,8/21/2017,8800
Single Family,12/12/2016,1,3676.79,8/17/2017,5901
Single Family,7/11/2016,1,1659.63,8/16/2017,27700
Condominium,10/31/2016,1,4120.3,8/16/2017,25192.48
Single Family,7/11/2016,1,565.05,8/15/2017,2500
Single Family,6/8/2015,1,1527.64,8/15/2017,16700
Single Family,12/12/2016,1,475.45,8/14/2017,3000
Duplex,11/11/2014,1,1003.45,8/11/2017,1
Single Family,10/31/2016,1,565.42,8/10/2017,2900
Duplex,7/11/2016,1,792.74,8/10/2017,2500
Duplex,9/8/2016,1,4717.77,8/9/2017,8000
Single Family,6/13/2016,1,4457.56,8/9/2017,1
Single Family,12/12/2016,1,2474.82,8/7/2017,6825
Single Family,1/4/2016,1,2044.68,8/7/2017,3750
Multi-Family,10/31/2016,1,1576.89,8/4/2017,3500
Single Family,12/12/2016,1,1120.2,8/4/2017,1
Single Family,1/4/2016,1,7820.3,8/4/2017,1
Single Family,12/2/2013,1,3075.93,8/3/2017,7875
Duplex,10/31/2016,1,5692.18,8/3/2017,12250
Single Family,8/16/2013,1,6223.63,8/3/2017,1
Condominium,10/31/2016,1,3359.19,8/3/2017,2962.05
Duplex,7/11/2016,1,2409.25,8/2/2017,9750
Duplex,9/8/2016,1,681.79,8/1/2017,2500
Single Family,11/16/2015,1,1269.62,7/31/2017,39000
Tavern,10/8/2012,1,5235.85,7/27/2017,8100
Duplex,10/8/2012,1,13888.49,7/27/2017,16000
Duplex,12/12/2016,1,300.65,7/26/2017,5500
Single Family,12/12/2016,1,705.58,7/26/2017,25500
Duplex,10/31/2016,1,5456.8,7/26/2017,15000
Single Family,10/31/2016,1,100.97,7/26/2017,15501
Single Family,12/12/2016,1,2704.9,7/24/2017,4125
Duplex,12/12/2016,1,923.01,7/24/2017,13700
Single Family,12/12/2016,1,126.13,7/20/2017,9000
Duplex,12/12/2016,1,3540.25,7/19/2017,5400
Single Family,10/31/2016,1,1309.39,7/19/2017,12750
Duplex,9/8/2016,1,2525.32,7/18/2017,1000
Commercial Mixed-Use,11/16/2015,1,102.85,7/18/2017,43000
Duplex,9/8/2016,1,5608.89,7/18/2017,7500
Single Family,12/12/2016,1,2111.97,7/17/2017,25100
Duplex,6/13/2016,1,2332.25,7/14/2017,1
Single Family,10/31/2016,1,2514.96,7/13/2017,91000
Duplex,9/16/2011,1,4098.47,7/13/2017,2500
Single Family,12/12/2016,1,902.72,7/13/2017,6375
Duplex,10/31/2016,1,2474.49,7/12/2017,8000
Duplex,12/12/2016,1,2582.02,7/12/2017,10000
Single Family,12/12/2016,1,820.1,7/12/2017,26000
Office Building,10/14/2013,1,443.69,7/10/2017,1
Single Family,11/11/2014,1,8143.74,7/6/2017,1
Single Family,10/31/2016,1,2221.08,7/6/2017,21150
Single Family,10/14/2013,1,4719.22,7/6/2017,1
Single Family,9/8/2016,1,2037.55,7/5/2017,10153
Single Family,10/31/2016,1,2051.02,7/5/2017,38000
Single Family,12/12/2016,1,4572.45,7/5/2017,15300
Restaurant,1/4/2016,1,9152.09,6/30/2017,38500
Single Family,10/31/2016,1,1550.08,6/29/2017,12000
Duplex,10/31/2016,1,2460.62,6/29/2017,16704.97
Condominium,10/31/2016,1,2862.19,6/29/2017,3958.88
Single Family,6/13/2016,1,5935.63,6/28/2017,23000
Duplex,12/12/2016,1,9295.73,6/28/2017,25800
Single Family,9/8/2016,1,2383.62,6/27/2017,8625
Duplex,9/8/2016,1,2024.09,6/27/2017,5250
Single Family,10/31/2016,1,2184.89,6/27/2017,9000
Single Family,6/8/2015,1,11911.016,6/26/2017,2001
Single Family,6/13/2016,1,1753,6/23/2017,1
Church,7/11/2016,1,1087.33,6/23/2017,10000
Duplex,10/14/2013,1,1157.68,6/23/2017,1
Duplex,6/8/2015,1,4522,6/23/2017,1
Duplex,9/8/2016,1,2083.17,6/23/2017,1
Single Family,1/4/2016,1,1528.42,6/23/2017,1
Single Family,6/13/2016,1,2365.08,6/20/2017,5250
Duplex,12/12/2016,1,1792.48,6/14/2017,7000
Single Family,9/8/2016,1,2152.15,6/13/2017,1000
Single Family,6/13/2016,1,1577.41,6/13/2017,2500
Single Family,6/2/2014,1,2218.62,6/12/2017,20000
Single Family,6/8/2015,1,302.47,6/12/2017,1
Duplex,11/16/2015,1,542.42,6/12/2017,1
Duplex,6/13/2016,1,259.4,6/12/2017,1
Single Family,7/11/2016,1,2622.33,6/12/2017,1
Single Family,6/2/2014,1,2462.44,6/12/2017,1
Single Family,6/13/2016,1,2617.59,6/12/2017,1
Com/Res,7/9/2012,1,2095.541,6/9/2017,15000
Duplex,7/13/2015,1,6945.14,6/8/2017,1000
Single Family,6/13/2016,1,1853.45,6/8/2017,16000
Multi-Family,6/13/2016,1,525.07,6/7/2017,7575
Duplex,10/31/2016,1,4929.34,6/7/2017,13000
Single Family,9/8/2016,1,1625.7,6/7/2017,3837
Single Family,10/31/2016,1,134.04,5/31/2017,4800
Single Family,6/13/2016,1,5151.8,5/31/2017,22500
Single Family,9/8/2016,1,516.12,5/31/2017,36225
Single Family,7/11/2016,1,258.1,5/30/2017,5000
Duplex,9/8/2016,1,2585.67,5/30/2017,32625
Duplex,9/8/2016,1,2979.18,5/30/2017,2625
Duplex,9/14/2015,1,2039.28,5/30/2017,2500
Single Family,9/8/2016,1,1369.32,5/30/2017,5000
Single Family,10/31/2016,1,2813.45,5/30/2017,5000
Single Family,10/31/2016,1,56.03,5/30/2017,5000
Duplex,9/8/2016,1,3052.95,5/30/2017,5000
Single Family,6/13/2016,1,233.53,5/25/2017,6100
Single Family,9/8/2016,1,263.95,5/24/2017,2500
Duplex,10/31/2016,1,2810.32,5/24/2017,19500
Duplex,10/31/2016,1,981.74,5/24/2017,7000
Duplex,1/4/2016,1,3848.12,5/24/2017,32500
Single Family,9/8/2016,1,193.74,5/23/2017,34000
Single Family,9/8/2016,1,610.54,5/23/2017,8000
Single Family - 4,10/31/2016,1,2633.96,5/23/2017,27000
Single Family,7/11/2016,1,4649.38,5/22/2017,32000
Duplex,9/8/2016,1,2719.79,5/19/2017,43500
Single Family - 2,9/8/2016,1,7433.82,5/18/2017,8000
Duplex,6/13/2016,1,361.65,5/18/2017,12000
Single Family,9/8/2016,1,777,5/18/2017,57000
Duplex,12/12/2016,1,975.79,5/16/2017,1
Single Family,9/8/2016,1,3844.01,5/16/2017,1
Single Family,7/13/2015,1,509.21,5/16/2017,1
Single Family,12/2/2013,1,575.87,5/16/2017,3000
Duplex,9/8/2016,1,2003.6,5/16/2017,1
Duplex,9/8/2016,1,1745.3,5/16/2017,1
Duplex,9/8/2016,1,11629.75,5/16/2017,1
Duplex,6/13/2016,1,2265.81,5/16/2017,1
Single Family,9/8/2016,1,800.47,5/16/2017,1
Single Family,7/11/2016,1,1136.76,5/16/2017,1
Single Family,7/11/2016,1,2704.62,5/16/2017,15000
Single Family,7/11/2016,1,379.79,5/16/2017,13900
Single Family,9/8/2016,1,1559.12,5/16/2017,15750
Duplex,9/8/2016,1,4864.17,5/15/2017,4000
Single Family,10/31/2016,1,3723.85,5/11/2017,28000
Duplex,10/31/2016,1,1626.36,5/11/2017,11200
Single Family,1/4/2016,1,248.33,5/11/2017,2500
Single Family,10/31/2016,1,2180.38,5/11/2017,5000
Duplex,9/8/2016,1,1948.75,5/10/2017,7000
Duplex,9/8/2016,1,5172.38,5/10/2017,4800
Duplex,9/8/2016,1,899.21,5/9/2017,72500
Single Family,10/31/2016,1,358.44,5/9/2017,13650
Condominium,12/12/2016,1,52.7,5/9/2017,6629.21
Single Family,10/31/2016,1,865.93,5/4/2017,39000
Duplex,6/13/2016,1,2666.34,5/4/2017,20000
Single Family,9/8/2016,1,1381.69,5/4/2017,4600
Duplex,7/11/2016,1,2233.93,5/4/2017,47000
Duplex,7/11/2016,1,588.21,5/3/2017,6000
Single Family,1/4/2016,1,6273.48,5/3/2017,12450
Duplex,1/4/2016,1,2321.31,5/3/2017,2500
Single Family,9/8/2016,1,1078.58,5/3/2017,2500
Single Family,9/8/2016,1,370.6,5/2/2017,8200
Single Family,10/31/2016,1,444.41,5/2/2017,3400
Single Family,7/26/2010,1,7243.27,5/2/2017,1
Duplex,9/8/2016,1,271.25,5/1/2017,10000
Duplex,10/31/2016,1,370.64,5/1/2017,9000
Duplex,9/8/2016,1,7825.45,5/1/2017,6000
Single Family,10/31/2016,1,3437.22,5/1/2017,5900
Multi-Family,7/14/2014,1,1278.47,4/27/2017,4500
Duplex,9/8/2016,1,422.81,4/26/2017,5300
Single Family,1/4/2016,1,3924.68,4/26/2017,5000
Single Family,6/13/2016,1,54.93,4/26/2017,1
Single Family,7/11/2016,1,2953.81,4/26/2017,1
Duplex,9/8/2016,1,1575.71,4/24/2017,10000
Duplex,9/8/2016,1,3990.8,4/20/2017,5500
Single Family,9/8/2016,1,597.29,4/20/2017,2625
Single Family,9/8/2016,1,785.25,4/20/2017,23000
Duplex,9/8/2016,1,184.88,4/20/2017,10000
Single Family,7/13/2015,1,2698.2,4/19/2017,11250
Duplex,9/8/2016,1,320.09,4/19/2017,5105
Duplex,9/8/2016,1,773.44,4/19/2017,2500
Multi-Family,6/13/2016,1,155.28,4/19/2017,16000
Duplex,9/8/2016,1,862.15,4/13/2017,4000
Single Family,9/8/2016,1,112.36,4/12/2017,4000
Single Family,6/13/2016,1,1184.34,4/6/2017,6700
Single Family,6/2/2014,1,19156.16,4/5/2017,1
Single Family,7/11/2016,1,352.86,4/5/2017,10600
Single Family,7/11/2016,1,310.83,4/4/2017,13200
Single Family,6/13/2016,1,2832.22,4/4/2017,16900
Multi-Family,9/15/2014,1,40047.57,3/31/2017,10000
Com/Res,6/8/2015,1,12780.43,3/31/2017,30000
Single Family,1/5/2015,1,545,3/29/2017,3500
Single Family,6/2/2014,1,683.31,3/28/2017,3000
Single Family,6/13/2016,1,2165.76,3/28/2017,9751
Single Family,1/4/2016,1,2214.17,3/28/2017,6825
Single Family,7/11/2016,1,1274.94,3/23/2017,8475
Single Family,6/13/2016,1,5200.64,3/22/2017,3100
Multi-Family,7/13/2015,1,505.53,3/17/2017,1000
Multi-Family,1/4/2016,1,910.26,3/17/2017,150000
Museum,7/18/2016,1,,3/16/2017,5
Duplex,6/13/2016,1,3857.02,3/16/2017,5100
Single Family,11/11/2014,1,1070.639,3/16/2017,1
Duplex,11/16/2015,1,2972.472,3/16/2017,3000
Single Family,7/9/2012,1,9146.93,3/16/2017,1
Com/Res,6/2/2014,1,1397.12,3/15/2017,7500
Duplex,7/11/2016,1,669.01,3/15/2017,27000
Single Family,7/11/2016,1,7086.11,3/9/2017,85500
Single Family,7/11/2016,1,937.74,3/9/2017,23300
Duplex,9/8/2016,1,113.318,3/9/2017,7000
Duplex,12/17/2012,1,1819.99,3/9/2017,5625
Duplex,10/14/2013,1,2446.25,3/9/2017,4200
Single Family,6/13/2016,1,471.66,3/9/2017,1000
Single Family,11/16/2015,1,9906.5,3/7/2017,1000
Duplex,11/16/2015,1,3502.23,3/7/2017,4000
Duplex,6/2/2014,1,8238.56,3/7/2017,26500
Duplex,1/5/2015,1,1196.36,3/7/2017,22000
Duplex,9/14/2015,1,385.15,3/2/2017,2500
Single Family,9/14/2015,1,1151.3,3/2/2017,1
Single Family,7/11/2016,1,122.69,3/2/2017,1
Duplex,6/13/2016,1,252.79,3/2/2017,16130
Duplex,6/13/2016,1,2181.17,3/1/2017,3105
Single Family,7/11/2016,1,1447.44,3/1/2017,15000
Church & Duplex,7/14/2014,1,4658.82,2/28/2017,6000
Single Family,7/11/2016,1,463.98,2/24/2017,21000
Duplex,1/5/2015,1,2985.01,2/23/2017,2500
Single Family,7/13/2015,1,4386.52,2/23/2017,8500
Single Family,7/11/2016,1,525.05,2/23/2017,3000
Duplex,11/16/2015,1,500.61,2/23/2017,2500
Single Family,7/11/2016,1,2326.65,2/23/2017,2813
Multi-Family,7/11/2016,1,4948.15,2/22/2017,12500
Multi-Family,9/14/2015,1,702.16,2/22/2017,3000
Single Family,7/11/2016,1,763.44,2/21/2017,3395
Single Family,9/8/2016,1,573.35,2/21/2017,7500
Single Family,9/8/2016,1,121.67,2/16/2017,11775
Duplex,6/13/2016,1,1196.28,2/15/2017,5700
Single Family,11/11/2014,1,760.16,2/15/2017,4000
Single Family,11/16/2015,1,992.29,2/14/2017,3000
Single Family,6/13/2016,1,1217.85,2/14/2017,1000
Single Family,1/4/2016,1,2441.71,2/10/2017,41250
Single Family,7/11/2016,1,4762.05,2/10/2017,38500
Single Family,7/11/2016,1,257.69,2/9/2017,4800
Single Family,1/4/2016,1,4575.96,2/9/2017,21100
Multi-Family,1/5/2015,1,3998.66,2/8/2017,25500
Single Family,6/13/2016,1,1312.27,2/8/2017,3500
Duplex,6/13/2016,1,2659.88,2/7/2017,4500
Single Family,11/11/2014,1,5870.93,2/3/2017,21800
Single Family,11/11/2014,1,960.81,2/2/2017,11000
Multi-Family,9/14/2015,1,182.34,2/2/2017,16000
Single Family,10/14/2013,1,474.68,2/2/2017,7425
Single Family,7/13/2015,1,2641.61,2/1/2017,35000
Single Family,7/11/2016,1,149.9,1/31/2017,7807.95
Single Family,8/16/2013,1,12749.12,1/31/2017,16000
Duplex,1/5/2015,1,5766.18,1/31/2017,3100
Duplex,11/16/2015,1,3801.88,1/31/2017,18000
Single Family,7/11/2016,1,849.48,1/25/2017,15000
Duplex,7/11/2016,1,1529.73,1/25/2017,6375
Single Family,6/13/2016,1,992.53,1/24/2017,1000
Duplex,12/17/2012,1,10431.88,1/23/2017,1000
Duplex,9/15/2014,1,3803.95,1/19/2017,2500
Single Family,6/13/2016,1,1069.21,1/19/2017,38700
Duplex,6/13/2016,1,436.71,1/18/2017,2001
Single Family,9/14/2015,1,1121.73,1/18/2017,2001
Single Family,7/11/2016,1,397.81,1/18/2017,1000
Single Family,6/8/2015,1,3010.86,1/13/2017,30555.75
Duplex,7/11/2016,1,2566.88,1/12/2017,7900
Single Family,12/17/2012,1,1771.02,1/12/2017,5000
Duplex,1/4/2016,1,1165.59,1/12/2017,5000
Single Family,7/11/2016,1,130.86,1/12/2017,5000
Single Family,11/11/2014,1,10041.26,1/12/2017,1
Single Family,9/14/2015,1,656.04,1/12/2017,1
Single Family,11/16/2015,1,341.96,1/12/2017,5000
Single Family,1/5/2015,1,1038.78,1/12/2017,5000
Duplex,6/13/2016,1,64.25,1/11/2017,11025
Single Family,12/17/2012,1,2372.82,1/10/2017,1
Duplex,9/14/2015,1,2182.76,1/10/2017,3200
School Site,7/18/2016,1,,1/6/2017,1
Day Care Center,1/4/2016,1,884.12,1/5/2017,7000
Single Family,7/14/2014,1,716.921,1/5/2017,16500
Duplex,6/13/2016,1,4767.96,1/5/2017,8000
Duplex,1/4/2016,1,1448.282,1/4/2017,1000
Single Family,7/13/2015,1,1352.33,1/4/2017,1000
Duplex,7/14/2014,1,6561.41,1/4/2017,1000
